name,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary
JaKarr Sampson,SF,25,CHI,4,127,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2.0,5.9,23.1,0.3,0.1,0.5,0.17300000000000001,3.6,0.2,3.7,0.2,"$85,457"
Mike Scott,PF,30,TOT,79,1395,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.9,-0.7,-2.5,-0.2,"$4,320,500"
Mike Scott,PF,30,LAC,52,748,9.4,0.521,0.578,0.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,14.9,0.1,0.7,0.9,0.055,-1.5,0.0,-1.5,0.1,"$4,320,500"
Mike Scott,PF,30,PHI,27,647,7.7,0.537,0.626,0.079,3.2,13.2,8.3,4.6,0.7,0.6,8.0,13.8,0.2,0.5,0.7,0.052000000000000005,-2.3,-1.4,-3.7,-0.3,"$4,320,500"
Thabo Sefolosha,SF,34,UTA,50,609,12.1,0.599,0.523,0.14800000000000002,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,"$5,250,000"
Wayne Selden,SG,24,TOT,75,1439,8.3,0.491,0.36,0.19,2.8,11.0,6.9,11.3,1.1,0.8,13.1,18.4,-1.0,0.8,-0.3,-0.009000000000000001,-3.8,-1.6,-5.4,-1.2,"$1,544,951"
Wayne Selden,SG,24,MEM,32,455,8.8,0.495,0.391,0.18,3.9,7.0,5.4,12.4,1.1,1.2,11.7,19.3,-0.2,0.3,0.1,0.013999999999999999,-3.3,-1.1,-4.4,-0.3,"$1,544,951"
Wayne Selden,SG,24,CHI,43,984,8.1,0.489,0.345,0.196,2.3,12.8,7.5,10.8,1.1,0.6,13.8,18.0,-0.8,0.4,-0.4,-0.019,-4.0,-1.8,-5.9,-1.0,"$1,544,951"
Collin Sexton,PG,20,CLE,82,2605,12.0,0.52,0.245,0.21100000000000002,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011000000000000001,-1.4,-3.3,-4.7,-1.8,"$4,073,760"
Landry Shamet,SG,21,TOT,79,1802,11.0,0.604,0.711,0.16699999999999998,1.3,6.4,3.9,9.0,1.0,0.4,7.0,15.0,2.7,0.9,3.6,0.095,-0.3,-1.3,-1.6,0.2,"$1,705,920"
Landry Shamet,SG,21,PHI,54,1108,10.7,0.606,0.706,0.156,1.4,5.9,3.7,7.4,1.0,0.6,6.6,15.0,1.6,0.6,2.2,0.096,-0.7,-1.1,-1.9,0.0,"$1,705,920"
Landry Shamet,SG,21,LAC,25,694,11.3,0.601,0.7190000000000001,0.18600000000000003,1.1,7.3,4.3,11.5,0.9,0.2,7.7,15.0,1.1,0.3,1.4,0.094,0.4,-1.6,-1.2,0.1,"$1,705,920"
Iman Shumpert,SG,28,TOT,62,1481,9.1,0.499,0.612,0.10099999999999999,1.9,11.4,6.5,9.9,1.9,1.4,9.7,14.5,0.1,1.2,1.4,0.045,-2.4,0.5,-1.9,0.0,"$11,011,234"
Iman Shumpert,SG,28,SAC,42,1099,10.1,0.511,0.58,0.11800000000000001,1.7,10.6,6.0,10.7,2.0,1.6,9.4,15.2,0.3,0.9,1.2,0.054000000000000006,-1.9,0.6,-1.3,0.2,"$11,011,234"
Iman Shumpert,SG,28,HOU,20,382,6.3,0.456,0.7240000000000001,0.040999999999999995,2.3,13.6,7.8,7.6,1.5,0.9,10.7,12.7,-0.2,0.3,0.2,0.019,-4.0,0.2,-3.7,-0.2,"$11,011,234"
Pascal Siakam,PF,24,TOR,80,2548,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,5.7,3.6,9.3,0.175,1.6,0.8,2.4,2.8,"$1,544,951"
Jordan Sibert,SG,26,ATL,1,4,29.7,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.183,13.7,2.2,16.0,0.0,"$47,370"
Ben Simmons,PG,22,PHI,79,2700,20.0,0.5820000000000001,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,"$6,434,520"
Jonathon Simmons,SG-SF,29,TOT,56,1064,8.5,0.466,0.297,0.27699999999999997,2.7,10.0,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013000000000000001,-3.9,-0.3,-4.2,-0.6,"$6,000,000"
Jonathon Simmons,SG,29,ORL,41,845,7.4,0.445,0.29,0.252,2.9,9.9,6.3,15.7,1.0,1.4,15.0,19.3,-1.0,0.8,-0.2,-0.01,-4.6,-0.5,-5.2,-0.7,"$6,000,000"
Jonathon Simmons,SF,29,PHI,15,219,12.9,0.5529999999999999,0.32799999999999996,0.391,2.0,10.3,6.3,20.7,2.4,0.4,13.8,16.7,0.2,0.2,0.5,0.10099999999999999,-1.3,0.5,-0.8,0.1,"$6,000,000"
Kobi Simmons,PG,21,CLE,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.033,-7.4,-3.2,-10.6,0.0,"$76,236"
Anfernee Simons,SG,19,POR,20,141,11.1,0.535,0.46,0.254,2.3,7.4,4.9,13.7,0.3,0.0,13.6,24.3,0.0,0.0,0.1,0.02,-1.5,-3.7,-5.3,-0.1,"$1,837,800"
Marcus Smart,SG,24,BOS,80,2200,13.1,0.568,0.61,0.228,2.8,8.6,5.7,19.1,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.11599999999999999,-1.2,2.0,0.8,1.5,"$11,160,716"
Jason Smith,PF-C,32,TOT,20,190,9.8,0.49200000000000005,0.441,0.271,9.0,20.2,14.6,9.7,0.7,3.1,16.4,17.5,0.0,0.2,0.2,0.038,-3.7,-1.0,-4.7,-0.1,"$5,450,000"
Jason Smith,C,32,WAS,12,130,11.7,0.52,0.27,0.324,9.0,22.1,15.4,12.3,0.4,3.2,14.2,16.1,0.1,0.1,0.2,0.07,-2.7,-0.7,-3.4,0.0,"$5,450,000"
Jason Smith,PF,32,MIL,6,40,6.3,0.46799999999999997,0.6920000000000001,0.154,8.1,19.2,14.0,3.1,2.3,4.2,26.5,19.8,-0.1,0.1,0.0,-0.02,-6.8,-0.1,-6.9,-0.1,"$5,450,000"
Jason Smith,C,32,NOP,2,20,4.6,0.405,0.778,0.222,10.5,10.2,10.4,6.2,0.0,0.0,9.2,22.3,0.0,0.0,0.0,-0.049,-4.4,-4.4,-8.8,0.0,"$5,450,000"
Zhaire Smith,SG,19,PHI,6,111,9.5,0.5329999999999999,0.47100000000000003,0.235,2.9,9.3,6.2,12.3,0.9,1.4,13.8,16.4,0.0,0.1,0.1,0.048,-2.8,-2.2,-5.0,-0.1,"$2,615,160"
Tony Snell,SF,27,MIL,74,1304,10.7,0.585,0.565,0.11599999999999999,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,0.11699999999999999,-1.0,0.3,-0.7,0.4,"$10,607,143"
Omari Spellman,PF,21,ATL,46,805,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8.0,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2,"$1,622,520"
Nik Stauskas,SG,25,TOT,68,1015,10.9,0.545,0.556,0.18899999999999997,1.9,11.7,6.8,11.1,1.0,0.6,12.2,17.6,0.6,0.5,1.1,0.052000000000000005,-0.7,-1.2,-1.9,0.0,"$2,161,886"
Nik Stauskas,SG,25,POR,44,673,10.8,0.545,0.546,0.157,1.6,10.8,6.3,12.6,1.0,0.5,14.0,17.9,0.3,0.4,0.8,0.055,-0.9,-0.8,-1.6,0.1,"$2,161,886"
Nik Stauskas,SG,25,CLE,24,342,11.3,0.544,0.578,0.257,2.5,13.2,7.6,8.0,1.0,0.8,8.3,16.9,0.3,0.0,0.3,0.046,-0.5,-2.1,-2.5,0.0,"$2,161,886"
Lance Stephenson,SG,28,LAL,68,1123,11.8,0.529,0.456,0.16899999999999998,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,0.049,-1.6,0.1,-1.5,0.1,"$4,449,000"
Edmond Sumner,PG,23,IND,23,210,7.6,0.44299999999999995,0.42200000000000004,0.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,-0.2,0.3,0.1,0.02,-5.8,0.5,-5.3,-0.2,"$449,794"
Caleb Swanigan,PF,21,TOT,21,178,4.7,0.377,0.132,0.17,10.2,27.6,19.1,8.0,1.6,0.5,24.0,17.7,-0.5,0.2,-0.2,-0.06,-7.1,0.0,-7.2,-0.2,"$1,740,000"
Caleb Swanigan,PF,21,POR,18,145,3.1,0.37200000000000005,0.114,0.159,9.8,28.0,19.1,6.2,1.3,0.0,25.4,18.4,-0.4,0.2,-0.3,-0.086,-7.9,-0.3,-8.2,-0.2,"$1,740,000"
Caleb Swanigan,PF,21,SAC,3,33,11.7,0.405,0.222,0.222,12.2,25.6,18.7,15.6,2.8,2.6,16.8,14.9,0.0,0.1,0.0,0.053,-3.8,1.1,-2.7,0.0,"$1,740,000"
Jayson Tatum,SF,20,BOS,79,2455,15.1,0.547,0.3,0.22,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,1.6,3.4,5.0,0.09699999999999999,-0.4,0.2,-0.2,1.1,"$6,700,800"
Jeff Teague,PG,30,MIN,42,1264,15.4,0.528,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.2,0.085,0.8,-1.2,-0.4,0.5,"$19,000,000"
Garrett Temple,SG,32,TOT,75,2040,8.5,0.5429999999999999,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,0.3,2.0,2.2,0.052000000000000005,-3.3,0.5,-2.8,-0.4,"$8,000,000"
Garrett Temple,SG,32,MEM,49,1530,8.6,0.551,0.5429999999999999,0.196,1.3,10.0,5.6,6.7,1.6,1.5,11.4,13.9,0.1,1.5,1.6,0.05,-3.1,0.4,-2.7,-0.3,"$8,000,000"
Garrett Temple,SG,32,LAC,26,510,8.0,0.514,0.509,0.292,2.1,10.9,6.7,9.4,2.4,0.8,11.8,11.2,0.2,0.5,0.6,0.061,-4.1,1.0,-3.1,-0.1,"$8,000,000"
Jared Terrell,SG,23,MIN,14,111,0.7,0.37200000000000005,0.436,0.154,1.0,4.9,2.9,14.4,1.3,1.5,19.4,19.6,-0.4,0.0,-0.3,-0.14,-8.5,-2.3,-10.9,-0.2,"$77,250"
Emanuel Terry,PF,22,TOT,3,23,19.7,0.5710000000000001,0.0,0.5710000000000001,14.1,19.6,16.8,12.2,6.2,0.0,18.6,20.1,0.0,0.0,0.1,0.11699999999999999,-0.2,2.4,2.3,0.0,"$94,740"
Emanuel Terry,PF,22,PHO,2,20,19.9,0.654,0.0,0.33299999999999996,10.9,22.5,16.6,8.0,7.2,0.0,22.5,19.1,0.0,0.0,0.1,0.127,-1.1,3.4,2.3,0.0,"$94,740"
Emanuel Terry,PF,22,MIA,1,3,18.4,0.266,0.0,2.0,35.4,0.0,17.7,40.5,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.045,5.9,-3.8,2.1,0.0,"$94,740"
Daniel Theis,C,26,BOS,66,908,17.0,0.624,0.252,0.28600000000000003,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0.0,0.5,"$1,378,242"
Isaiah Thomas,SG,29,DEN,12,181,7.0,0.43700000000000006,0.434,0.273,3.0,4.8,3.9,18.6,1.4,0.5,14.0,30.4,-0.4,0.1,-0.3,-0.077,-4.0,-2.5,-6.5,-0.2,"$2,029,463"
Khyri Thomas,SG,22,DET,26,195,6.2,0.413,0.507,0.159,2.2,9.3,5.6,6.0,1.8,2.2,5.1,17.2,-0.2,0.2,0.0,0.005,-4.9,-0.1,-5.0,-0.2,"$838,464"
Lance Thomas,PF,30,NYK,46,783,6.4,0.48200000000000004,0.401,0.183,2.7,13.1,7.8,5.0,1.0,0.8,10.1,12.9,-0.3,0.3,0.1,0.004,-4.8,-0.9,-5.7,-0.7,"$7,119,650"
Klay Thompson,SG,28,GSW,78,2652,16.6,0.5710000000000001,0.42700000000000005,0.113,1.6,10.1,6.0,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,"$18,988,725"
Tristan Thompson,C,27,CLE,43,1198,18.4,0.551,0.0,0.27899999999999997,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,0.105,1.4,-1.9,-0.5,0.4,"$17,469,565"
Sindarius Thornwell,SG,24,LAC,64,313,5.2,0.485,0.306,0.6940000000000001,1.7,12.8,7.5,7.2,2.1,1.8,23.8,11.3,-0.3,0.3,0.0,0.004,-5.8,1.0,-4.7,-0.2,"$1,378,242"
Anthony Tolliver,PF,33,MIN,65,1079,8.6,0.5710000000000001,0.83,0.23199999999999998,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052000000000000005,-1.7,-0.7,-2.4,-0.1,"$5,750,000"
Karl-Anthony Towns,C,23,MIN,77,2545,26.3,0.622,0.27,0.342,10.9,29.3,20.0,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.19699999999999998,5.4,0.6,6.0,5.1,"$7,839,435"
Allonzo Trier,SG,23,NYK,64,1459,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-1.6,-1.5,-3.1,-0.4,"$3,382,000"
Evan Turner,PG,30,POR,73,1605,11.6,0.504,0.11699999999999999,0.239,2.5,18.9,10.9,23.6,1.0,0.9,18.9,15.9,0.5,1.5,2.0,0.06,-1.8,0.5,-1.3,0.3,"$17,868,853"
Myles Turner,C,22,IND,74,2119,18.0,0.5670000000000001,0.251,0.258,5.4,22.0,13.9,8.0,1.4,8.4,10.3,20.0,1.9,4.4,6.3,0.14400000000000002,0.0,2.4,2.5,2.4,"$3,294,994"
Ekpe Udoh,C,31,UTA,51,320,20.9,0.698,0.0,0.41700000000000004,9.3,20.9,15.2,12.8,1.5,7.7,13.2,13.1,0.9,0.7,1.6,0.23800000000000002,0.8,3.9,4.7,0.5,"$3,360,000"
Tyler Ulis,PG,23,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.015,-7.7,-2.7,-10.4,0.0,"$77,250"
Jarred Vanderbilt,PF,19,DEN,17,69,12.4,0.513,0.053,0.526,10.9,25.2,18.0,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037000000000000005,-5.2,1.0,-4.2,0.0,"$838,464"
Fred VanVleet,PG,24,TOR,64,1760,13.7,0.539,0.493,0.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,2.4,1.9,4.3,0.11699999999999999,0.4,0.1,0.5,1.1,"$8,653,847"
Noah Vonleh,PF,23,NYK,68,1722,13.9,0.561,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6,"$1,621,415"
Dwyane Wade,SG,37,MIA,72,1885,15.8,0.51,0.272,0.243,3.9,12.2,8.0,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.061,0.8,-0.2,0.6,1.2,"$2,393,887"
Moritz Wagner,C,21,LAL,43,446,10.1,0.5329999999999999,0.45,0.31,4.0,15.4,9.8,7.4,1.1,2.4,16.7,21.7,-0.3,0.5,0.2,0.02,-3.9,-0.4,-4.3,-0.3,"$1,764,240"
Dion Waiters,SG,27,MIA,44,1138,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052000000000000005,-0.5,-0.6,-1.1,0.3,"$12,705,000"
Kemba Walker,PG,28,CHO,82,2863,21.7,0.5579999999999999,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1.0,10.1,31.5,5.5,1.9,7.4,0.12300000000000001,5.2,-1.0,4.2,4.4,"$12,000,000"
Lonnie Walker,SG,20,SAS,17,118,10.8,0.446,0.28300000000000003,0.217,0.0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0.0,0.019,-3.4,1.0,-2.4,0.0,"$2,360,160"
John Wall,PG,28,WAS,32,1104,18.0,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,"$19,169,800"
Tyrone Wallace,PG,24,LAC,62,628,7.0,0.45,0.08800000000000001,0.263,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7,"$1,349,383"
Taurean Prince,SF,24,ATL,55,1552,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-1.0,-1.0,-2.0,0.0,"$2,526,840"
Brad Wanamaker,PG,29,BOS,36,343,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1.0,0.134,-1.3,0.7,-0.7,0.1,"$838,464"
Julian Washburn,SF,27,MEM,18,254,6.5,0.402,0.5,0.083,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10.0,-0.2,0.3,0.1,0.023,-5.1,0.5,-4.6,-0.2,"$77,250"
Yuta Watanabe,SF,24,MEM,15,174,3.3,0.35200000000000004,0.314,0.196,2.5,17.7,10.0,6.6,1.1,0.5,9.8,15.8,-0.4,0.2,-0.2,-0.065,-7.0,-2.1,-9.1,-0.3,"$77,250"
Thomas Welsh,C,22,DEN,11,36,16.1,0.648,0.5379999999999999,0.154,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.7,0.1,0.0,0.1,0.162,2.2,-1.1,1.2,0.0,"$77,250"
Russell Westbrook,PG,30,OKC,73,2630,21.1,0.501,0.27899999999999997,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5.0,6.8,0.124,2.8,2.4,5.2,4.7,"$35,665,000"
Derrick White,PG,24,SAS,67,1728,14.8,0.555,0.262,0.22699999999999998,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,1.7,1.9,3.6,0.10099999999999999,-0.4,1.3,0.9,1.3,"$1,667,160"
Okaro White,PF,26,WAS,3,6,-4.5,0.0,1.0,0.0,17.8,18.4,18.1,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,-0.251,-9.0,-7.8,-16.8,0.0,"$247,827"
Hassan Whiteside,C,29,MIA,72,1674,23.5,0.564,0.024,0.35700000000000004,16.3,35.6,25.9,5.6,1.3,7.3,11.0,22.6,2.3,4.0,6.3,0.18,1.1,1.2,2.3,1.8,"$24,434,262"
Andrew Wiggins,SF,23,MIN,73,2543,12.4,0.493,0.28800000000000003,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3.0,-0.6,"$25,467,250"
Alan Williams,PF,26,BRK,5,26,32.9,0.61,0.077,0.308,16.2,60.3,38.4,22.3,1.8,0.0,6.3,25.5,0.1,0.1,0.2,0.312,7.6,4.2,11.8,0.1,"$77,250"
Johnathan Williams,C,23,LAL,24,372,15.1,0.599,0.018000000000000002,0.436,13.6,13.9,13.7,4.9,1.0,1.5,10.9,16.4,0.7,0.3,1.0,0.135,-2.0,-1.1,-3.2,-0.1,"$127,250"
Kenrich Williams,SF,24,NOP,46,1079,9.7,0.485,0.5589999999999999,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0.0,"$838,464"
Marvin Williams,PF,32,CHO,75,2133,12.6,0.5479999999999999,0.586,0.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9,"$14,087,500"
Robert Williams,C,21,BOS,32,283,18.8,0.703,0.0,0.294,10.2,20.4,15.3,3.3,1.5,12.5,14.8,10.3,0.5,0.6,1.2,0.201,-1.7,3.4,1.8,0.3,"$1,656,600"
Troy Williams,SF,24,SAC,21,312,10.5,0.531,0.449,0.153,3.9,15.9,9.7,4.7,1.5,2.2,7.9,15.0,0.1,0.3,0.4,0.064,-2.4,0.0,-2.4,0.0,"$77,250"
Justise Winslow,SF,22,MIA,66,1959,12.8,0.513,0.342,0.183,3.4,15.9,9.6,21.9,1.8,0.9,14.9,20.8,0.2,2.6,2.8,0.067,-1.3,0.7,-0.6,0.7,"$3,448,926"
Christian Wood,PF,23,TOT,21,251,21.9,0.607,0.222,0.479,7.2,26.5,17.0,4.8,1.3,3.2,10.7,26.1,0.4,0.3,0.8,0.151,1.4,-1.0,0.4,0.1,"$1,512,601"
Christian Wood,PF,23,MIL,13,62,17.1,0.585,0.2,0.6,7.0,24.7,16.4,4.6,0.0,0.0,8.7,23.4,0.1,0.1,0.2,0.146,0.3,-1.5,-1.3,0.0,"$1,512,601"
Christian Wood,PF,23,NOP,8,189,23.4,0.613,0.228,0.446,7.2,27.0,17.3,4.9,1.7,4.3,11.3,26.9,0.3,0.3,0.6,0.152,1.7,-0.8,0.9,0.1,"$1,512,601"
Delon Wright,PG,26,TOT,75,1699,15.5,0.523,0.301,0.26899999999999996,4.4,12.8,8.6,21.6,2.5,1.6,11.0,18.1,1.9,2.4,4.3,0.121,0.1,1.4,1.5,1.5,"$2,536,898"
Delon Wright,PG,26,TOR,49,897,14.5,0.527,0.307,0.20800000000000002,4.8,10.1,7.5,16.8,2.5,1.4,10.4,17.1,1.0,1.3,2.3,0.12300000000000001,0.1,1.6,1.7,0.8,"$2,536,898"
Delon Wright,PG,26,MEM,26,802,16.6,0.519,0.294,0.336,4.0,15.9,9.9,26.9,2.6,1.8,11.6,19.2,0.9,1.1,2.0,0.11900000000000001,0.0,1.2,1.2,0.6,"$2,536,898"
Guerschon Yabusele,PF,23,BOS,41,251,12.4,0.542,0.364,0.28600000000000003,9.8,12.8,11.3,8.2,1.5,2.5,14.8,17.5,0.2,0.3,0.5,0.09,-2.5,-0.2,-2.7,0.0,"$2,667,600"
Nick Young,SG,33,DEN,4,37,2.3,0.5,0.889,0.0,0.0,2.9,1.5,6.8,0.0,2.4,18.2,12.7,0.0,0.0,0.0,-0.021,-4.3,-2.5,-6.9,0.0,"$284,020"
Thaddeus Young,PF,30,IND,81,2489,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12.0,2.4,1.3,12.0,18.0,3.0,3.9,6.9,0.133,0.4,1.1,1.5,2.2,"$13,764,045"
Trae Young,PG,20,ATL,81,2503,17.0,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9,"$5,363,280"
Cody Zeller,C,26,CHO,49,1243,17.2,0.611,0.064,0.409,9.4,19.7,14.5,12.1,1.5,2.9,13.2,16.3,2.6,1.2,3.9,0.15,-0.6,0.7,0.1,0.7,"$13,528,090"
Tyler Zeller,C,29,TOT,6,93,17.3,0.607,0.033,0.6,12.9,15.7,14.2,6.7,0.5,3.1,9.5,20.1,0.2,0.1,0.3,0.16699999999999998,-3.1,-1.9,-5.0,-0.1,"$213,948"
Tyler Zeller,C,29,ATL,2,11,1.5,0.0,0.5,0.0,18.7,39.1,28.7,10.6,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-0.013000000000000001,-8.7,-1.6,-10.2,0.0,"$213,948"
Tyler Zeller,C,29,MEM,4,82,19.4,0.64,0.0,0.643,12.1,12.5,12.3,6.2,0.6,3.5,10.0,21.8,0.2,0.1,0.3,0.191,-2.3,-1.9,-4.3,0.0,"$213,948"
Ivica Zubac,C,21,TOT,59,1040,18.9,0.604,0.0,0.332,11.9,24.2,18.2,9.1,0.6,4.0,13.9,20.3,1.9,1.3,3.2,0.14800000000000002,-0.2,-0.2,-0.5,0.4,"$1,544,951"
Ivica Zubac,C,21,LAL,33,516,19.5,0.633,0.0,0.342,11.0,21.2,16.2,7.3,0.4,4.3,12.9,20.5,1.1,0.6,1.8,0.165,-0.3,0.1,-0.2,0.2,"$1,544,951"
Ivica Zubac,C,21,LAC,26,524,18.3,0.574,0.0,0.32299999999999995,12.7,27.2,20.2,10.9,0.9,3.6,14.8,20.1,0.7,0.7,1.4,0.132,-0.2,-0.5,-0.7,0.2,"$1,544,951"
